date,net_cash_inflow,inventory_payment,shipping_cost,processing_fee,marketing_expense,platform_fee,fixed_costs,total_outflows,net_daily_cash_flow,running_balance,cash_status,month
2018-05-22,29911.9,0.0,4192.36,1046.9165,3811.3583999999996,3176.132,833.3333333333334,13060.100233333333,16851.79976666667,69511.46053333307,warning,2018-05
2018-05-23,31918.899999999998,0.0,2761.24,1117.1615,2431.4759999999997,2026.23,833.3333333333334,9169.440833333334,22749.459166666664,92260.91969999974,warning,2018-05
2018-05-24,26508.79,0.0,2201.41,927.8076500000001,2673.444,2227.8700000000003,833.3333333333334,8863.864983333335,17644.925016666668,109905.84471666638,healthy,2018-05
2018-05-25,23885.64,0.0,2248.45,835.9974000000001,2176.4844,1813.737,833.3333333333334,7908.002133333333,15977.637866666666,125883.48258333304,healthy,2018-05
2018-05-26,18949.99,0.0,2114.92,663.2496500000001,2029.6907999999999,1691.409,833.3333333333334,7332.602783333333,11617.38721666667,137500.8697999997,healthy,2018-05
2018-05-27,19886.04,0.0,2170.43,696.0114000000001,1763.2416,1469.3680000000002,833.3333333333334,6932.384333333333,12953.655666666667,150454.52546666638,healthy,2018-05
2018-05-28,16867.32,0.0,3412.52,590.3562000000001,3613.7988,3011.4990000000003,833.3333333333334,11461.507333333335,5405.812666666665,155860.33813333302,healthy,2018-05
2018-05-29,22162.63,0.0,3858.55,775.6920500000001,3532.9596,2944.1330000000003,833.3333333333334,11944.667983333335,10217.962016666666,166078.30014999968,healthy,2018-05
2018-05-30,20931.77,0.0,3315.08,732.6119500000001,2703.4883999999997,2252.907,833.3333333333334,9837.420683333334,11094.349316666667,177172.64946666633,healthy,2018-05
2018-05-31,30142.87,0.0,3045.24,1055.00045,3378.7824,2815.652,833.3333333333334,11128.008183333333,19014.861816666664,196187.511283333,healthy,2018-05
2018-06-01,22745.96,0.0,4983.75,796.1086,4474.086,3728.4050000000007,833.3333333333334,14815.682933333333,7930.277066666666,204117.7883499997,healthy,2018-06
2018-06-02,27415.81,0.0,3673.37,959.5533500000001,3472.7988,2893.9990000000003,833.3333333333334,11833.054483333333,15582.755516666668,219700.54386666638,healthy,2018-06
2018-06-03,25949.95,0.0,4408.24,908.2482500000001,3944.3891999999996,3286.991,833.3333333333334,13381.201783333334,12568.748216666667,232269.29208333307,healthy,2018-06
2018-06-04,34239.53,0.0,5704.0,1198.38355,4119.168,3432.6400000000003,833.3333333333334,15287.524883333333,18952.005116666667,251221.29719999974,healthy,2018-06
2018-06-05,33828.07,0.0,5392.36,1183.9824500000002,4332.714,3610.595,833.3333333333334,15352.984783333333,18475.085216666666,269696.38241666637,healthy,2018-06
2018-06-06,35802.94,0.0,6042.58,1253.1029,3861.2376,3217.6980000000003,833.3333333333334,15207.951833333334,20594.98816666667,290291.3705833331,healthy,2018-06
2018-06-07,30492.52,0.0,5655.9800000000005,1067.2382,5121.165599999999,4267.638,833.3333333333334,16945.35513333333,13547.16486666667,303838.53544999973,healthy,2018-06
2018-06-08,34457.8,0.0,4926.79,1206.0230000000001,3815.6639999999998,3179.7200000000003,833.3333333333334,13961.530333333334,20496.269666666667,324334.80511666636,healthy,2018-06
2018-06-09,34623.13,0.0,4708.69,1211.80955,4084.0535999999997,3403.378,833.3333333333334,14241.264483333334,20381.865516666665,344716.67063333304,healthy,2018-06
2018-06-10,40395.24,0.0,4764.35,1413.8334,3616.89,3014.0750000000003,833.3333333333334,13642.481733333334,26752.758266666664,371469.4288999997,healthy,2018-06
2018-06-11,30646.43,0.0,7643.58,1072.62505,6881.467199999999,5734.5560000000005,833.3333333333334,22165.561583333332,8480.868416666668,379950.2973166664,healthy,2018-06
2018-06-12,36678.75,0.0,6393.43,1283.7562500000001,5611.491599999999,4676.243,833.3333333333334,18798.254183333334,17880.495816666666,397830.7931333331,healthy,2018-06
2018-06-13,33770.52,0.0,6863.56,1181.9682,4931.0808,4109.2339999999995,833.3333333333334,17919.176333333333,15851.343666666664,413682.13679999975,healthy,2018-06
2018-06-14,55441.43,0.0,5202.61,1940.4500500000001,3924.8651999999997,3270.721,833.3333333333334,15171.979583333334,40269.45041666667,453951.5872166664,healthy,2018-06
2018-06-15,43611.91,0.0,4867.15,1526.4168500000003,3754.2852,3128.571,833.3333333333334,14109.756383333333,29502.15361666667,483453.74083333305,healthy,2018-06
2018-06-16,41668.11,612296.574,4384.03,1458.3838500000002,3480.0096,2900.0080000000003,833.3333333333334,625352.3387833334,-583684.2287833334,-100230.48795000033,insolvent,2018-06
2018-06-17,35029.55,0.0,3435.19,1226.0342500000002,2490.1824,2075.152,833.3333333333334,10059.891983333335,24969.658016666668,-75260.82993333368,insolvent,2018-06
2018-06-18,26122.02,0.0,6245.41,914.2707000000001,4888.497600000001,4073.7480000000005,833.3333333333334,16955.25963333333,9166.76036666667,-66094.06956666696,insolvent,2018-06
2018-06-19,34079.33,0.0,5359.31,1192.7765500000003,4779.1596,3982.6330000000003,833.3333333333334,16147.212483333335,17932.117516666665,-48161.95205000031,insolvent,2018-06
2018-06-20,28769.19,0.0,5528.52,1006.92165,4110.18,3425.15,833.3333333333334,14904.104983333335,13865.085016666664,-34296.867033333634,insolvent,2018-06
2018-06-21,35752.53,0.0,5598.41,1251.3385500000002,3996.2387999999996,3330.199,833.3333333333334,15009.519683333334,20743.010316666667,-13553.856716666953,insolvent,2018-06
2018-06-22,44868.02,0.0,3945.89,1570.3807,3450.378,2875.3150000000005,833.3333333333334,12675.297033333334,32192.72296666666,18638.86624999973,critical,2018-06
2018-06-23,28003.83,0.0,3669.57,980.1340500000001,2532.1908,2110.159,833.3333333333334,10125.387183333334,17878.44281666667,36517.30906666641,critical,2018-06
2018-06-24,29189.97,0.0,4988.0,1021.6489500000001,3514.9908,2929.159,833.3333333333334,13287.132083333334,15902.837916666667,52420.14698333305,warning,2018-06
2018-06-25,25697.649999999998,0.0,5697.78,899.41775,5009.196,4174.330000000001,833.3333333333334,16614.057083333333,9083.592916666665,61503.739899999695,warning,2018-06
2018-06-26,25894.26,0.0,6611.09,906.2991000000001,4472.865599999999,3727.388,833.3333333333334,16550.976033333332,9343.283966666666,70847.02386666636,warning,2018-06
2018-06-27,33503.42,0.0,6009.45,1172.6197,3900.7116,3250.5930000000003,833.3333333333334,15166.707633333335,18336.712366666663,89183.73623333301,warning,2018-06
2018-06-28,41601.18,0.0,6554.28,1456.0413,4648.9128,3874.0940000000005,833.3333333333334,17366.66143333333,24234.51856666667,113418.2547999997,healthy,2018-06
2018-06-29,35753.46,0.0,4617.18,1251.3711,3005.8392,2504.866,833.3333333333334,12212.589633333335,23540.870366666662,136959.12516666634,healthy,2018-06
2018-06-30,32841.58,0.0,3241.82,1149.4553,2234.6052,1862.171,833.3333333333334,9321.384833333334,23520.19516666667,160479.320333333,healthy,2018-06
2018-07-01,32597.14,0.0,4691.2300000000005,1140.8999000000001,3487.284,2906.07,833.3333333333334,13058.817233333335,19538.322766666664,180017.64309999964,healthy,2018-07
2018-07-02,24682.3,0.0,6241.21,863.8805000000001,3493.6092,2911.3410000000003,833.3333333333334,14343.374033333335,10338.925966666664,190356.5690666663,healthy,2018-07
2018-07-03,22895.9,0.0,5138.96,801.3565000000001,3763.3656,3136.1380000000004,833.3333333333334,13673.153433333335,9222.746566666667,199579.31563333294,healthy,2018-07
2018-07-04,29634.17,0.0,5905.88,1037.19595,4958.223599999999,4131.853,833.3333333333334,16866.48588333333,12767.684116666667,212346.9997499996,healthy,2018-07
2018-07-05,30239.14,0.0,5125.28,1058.3699000000001,4045.8755999999994,3371.563,833.3333333333334,14434.421833333334,15804.718166666666,228151.7179166663,healthy,2018-07
2018-07-06,32633.32,0.0,3103.13,1142.1662000000001,2653.0404,2210.8669999999997,833.3333333333334,9942.536933333335,22690.783066666663,250842.50098333295,healthy,2018-07
2018-07-07,39904.18,0.0,2200.68,1396.6463,1353.2687999999998,1127.724,833.3333333333334,6911.652433333333,32992.52756666667,283835.02854999964,healthy,2018-07
2018-07-08,28641.23,0.0,3086.3,1002.4430500000001,2075.3111999999996,1729.426,833.3333333333334,8726.813583333333,19914.416416666667,303749.4449666663,healthy,2018-07
2018-07-09,16116.57,0.0,3557.32,564.07995,2774.6603999999998,2312.217,833.3333333333334,10041.610683333334,6074.9593166666655,309824.404283333,healthy,2018-07
2018-07-10,14068.99,0.0,3522.2,492.41465000000005,2669.6124,2224.677,833.3333333333334,9742.237383333333,4326.752616666667,314151.15689999965,healthy,2018-07
2018-07-11,19011.62,0.0,3605.66,665.4067,2644.3992,2203.666,833.3333333333334,9952.465233333334,9059.154766666665,323210.3116666663,healthy,2018-07
2018-07-12,24441.95,0.0,3258.86,855.4682500000001,2754.0995999999996,2295.083,833.3333333333334,9996.844183333335,14445.105816666666,337655.41748333303,healthy,2018-07
2018-07-13,21566.28,0.0,4885.17,754.8198,3903.5267999999996,3252.9390000000003,833.3333333333334,13629.788933333333,7936.491066666666,345591.9085499997,healthy,2018-07
2018-07-14,26161.74,0.0,4149.56,915.6609000000002,3143.3124,2619.427,833.3333333333334,11661.293633333333,14500.446366666669,360092.35491666634,healthy,2018-07
2018-07-15,21293.25,0.0,4435.44,745.2637500000001,4131.9516,3443.293,833.3333333333334,13589.281683333335,7703.9683166666655,367796.323233333,healthy,2018-07
2018-07-16,38034.56,592038.498,6428.8,1331.2096000000001,4505.7744,3754.8120000000004,833.3333333333334,608892.4273333334,-570857.8673333335,-203061.54410000052,insolvent,2018-07
2018-07-17,34398.49,0.0,5296.89,1203.94715,4203.6456,3503.038,833.3333333333334,15040.854083333334,19357.635916666666,-183703.9081833338,insolvent,2018-07
2018-07-18,27734.57,0.0,7790.66,970.70995,5878.098,4898.415,833.3333333333334,20371.21628333333,7363.353716666668,-176340.55446666712,insolvent,2018-07
2018-07-19,34489.34,0.0,6205.66,1207.1269,5389.349999999999,4491.125,833.3333333333334,18126.59523333333,16362.744766666667,-159977.80970000045,insolvent,2018-07
2018-07-20,43252.2,0.0,6007.43,1513.827,4548.6744,3790.5620000000004,833.3333333333334,16693.826733333335,26558.373266666662,-133419.4364333338,insolvent,2018-07
2018-07-21,46246.16,0.0,4285.66,1618.6156000000003,3023.3075999999996,2519.4230000000002,833.3333333333334,12280.339533333334,33965.82046666667,-99453.61596666707,insolvent,2018-07
2018-07-22,34961.85,0.0,5053.64,1223.6647500000001,3721.4472,3101.206,833.3333333333334,13933.291283333334,21028.558716666666,-78425.05725000042,insolvent,2018-07
2018-07-23,35375.51,0.0,8011.23,1238.1428500000002,5737.41,4781.175,833.3333333333334,20601.29118333333,14774.218816666671,-63650.83843333379,insolvent,2018-07
2018-07-24,30427.18,0.0,6557.68,1064.9513000000002,5770.0128,4808.344,833.3333333333334,19034.321433333334,11392.858566666666,-52257.97986666707,insolvent,2018-07
2018-07-25,36394.81,0.0,7458.14,1273.81835,5739.6972,4783.081,833.3333333333334,20088.069883333334,16306.740116666664,-35951.239750000415,insolvent,2018-07
2018-07-26,55627.79,0.0,6459.07,1946.9726500000002,4958.7732,4132.311000000001,833.3333333333334,18330.460183333333,37297.329816666665,1346.0900666662492,critical,2018-07
2018-07-27,46825.95,0.0,4959.38,1638.90825,3999.7344000000003,3333.1120000000005,833.3333333333334,14764.467983333334,32061.48201666666,33407.572083332925,critical,2018-07
2018-07-28,39087.97,0.0,4855.0,1368.07895,3607.8143999999998,3006.512,833.3333333333334,13670.738683333335,25417.231316666664,58824.80339999957,warning,2018-07
2018-07-29,36408.94,0.0,4823.6,1274.3129000000001,4137.130799999999,3447.609,833.3333333333334,14515.986033333333,21892.953966666668,80717.75736666622,warning,2018-07
2018-07-30,33268.54,0.0,6593.97,1164.3989000000001,5335.288799999999,4446.074,833.3333333333334,18373.065033333332,14895.474966666668,95613.23233333288,warning,2018-07
2018-07-31,40280.17,0.0,0.0,1409.8059500000002,0.0,0.0,833.3333333333334,2243.1392833333334,38037.03071666667,133650.26304999954,healthy,2018-07
